transaction_id,Date,store_id,store_location,product_id,product_name,category,quantity_sold,unit_price,total_sales,payment_method
328,1/30/2026,10,Khujirt,7854,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,Clothing,18,486.87,8763.66,Debit Card
329,10/25/2025,5,Jizhou,8635,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,Home & Kitchen,5,422.54,2112.7,Mobile Payment
330,7/6/2025,3,Pithári,8352,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,Beauty,4,324.4,1297.6,Debit Card
331,8/7/2025,5,Khairpur,5910,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,Home & Kitchen,8,134.52,1076.16,Credit Card
332,5/31/2025,3,Borgarnes,3206,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,Electronics,13,106.24,1381.12,Cash
333,11/18/2025,7,Gampaha,2160,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,Home & Kitchen,4,240.77,963.08,Debit Card
334,10/26/2025,6,Putrajaya,7449,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,Electronics,17,149.73,2545.41,Cash
335,1/28/2026,9,Barreirinhas,9764,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,Sports,15,141.11,2116.65,Debit Card
336,8/2/2025,4,Montluçon,3935,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,Sports,2,290.55,581.1,Mobile Payment
337,10/7/2025,6,Melekyne,8952,eu mi nulla ac enim in tempor turpis nec euismod scelerisque,Clothing,15,54.55,818.25,Cash
338,4/28/2026,2,København,3353,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,Sports,8,109.57,876.56,Credit Card
339,12/21/2025,3,Taraban Timur,6419,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,Clothing,11,440.83,4849.13,Mobile Payment
340,7/2/2025,5,New-Richmond,9575,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,Electronics,12,458.01,5496.12,Mobile Payment
341,2/5/2026,7,Shifo,3787,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,Electronics,1,56.03,56.03,Credit Card
342,7/4/2025,2,Dongsheng,4437,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,Electronics,11,54.49,599.39,Debit Card
343,12/21/2025,1,Guayaquil,1868,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,Beauty,10,307.12,3071.2,Credit Card
344,11/13/2025,5,Solo,8845,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,Electronics,10,461.9,4619.0,Debit Card
345,8/18/2025,1,Turmus‘ayyā,6840,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,Beauty,9,360.58,3245.22,Cash
346,1/31/2026,4,Mont-Laurier,2118,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,Electronics,13,52.1,677.3,Credit Card
347,8/24/2025,1,Béré,4512,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,Home & Kitchen,8,234.4,1875.2,Cash
348,9/10/2025,3,Châteauroux,5132,odio cras mi pede malesuada in imperdiet et commodo vulputate,Home & Kitchen,20,457.23,9144.6,Credit Card
349,11/7/2025,5,Pangtangis Dajah,2700,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,Sports,20,228.26,4565.2,Credit Card
350,3/30/2026,9,Palangkaraya,7084,vel sem sed sagittis nam congue risus semper porta volutpat quam pede,Sports,10,135.47,1354.7,Cash
351,12/6/2025,9,Huangzhawan,1532,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,Electronics,7,84.1,588.7,Debit Card
352,4/19/2026,9,Hangou,6047,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,Beauty,5,301.73,1508.65,Mobile Payment
353,11/26/2025,1,Tirtopuro,5678,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,Electronics,5,239.75,1198.75,Cash
354,8/26/2025,10,Kerrobert,4491,nulla quisque arcu libero rutrum ac lobortis vel dapibus at,Home & Kitchen,1,60.44,60.44,Mobile Payment
355,11/13/2025,2,Manacsac,6247,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,Beauty,5,241.88,1209.4,Mobile Payment
356,12/22/2025,7,Levashi,8993,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,Beauty,18,19.65,353.7,Cash
357,1/21/2026,4,Kuala Belait,6678,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,Clothing,13,492.59,6403.67,Debit Card
358,11/14/2025,6,Qianzhou,2263,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,Sports,10,233.34,2333.4,Mobile Payment
359,10/3/2025,4,Maae,5710,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,Electronics,19,389.75,7405.25,Mobile Payment
360,5/10/2025,10,Qelëz,6722,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,Home & Kitchen,6,171.56,1029.36,Cash
361,9/4/2025,5,De la Paz,9818,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,Clothing,17,413.23,7024.91,Mobile Payment
362,10/20/2025,4,Izborsk,2898,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,Electronics,13,101.57,1320.41,Debit Card
363,10/9/2025,5,Cruz Alta,1162,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,Beauty,18,259.36,4668.48,Cash
364,1/17/2026,2,Youdian,9131,nulla tellus in sagittis dui vel nisl duis ac nibh fusce,Beauty,16,489.91,7838.56,Mobile Payment
365,6/3/2025,2,Changgucheng,5747,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,Sports,13,335.77,4365.01,Debit Card
366,1/20/2026,7,Yanac,3736,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,Sports,16,248.79,3980.64,Cash
367,5/2/2026,9,Prigi,3191,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,Beauty,17,449.64,7643.88,Credit Card
368,11/17/2025,7,Yingcui,1169,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,Home & Kitchen,18,7.33,131.94,Mobile Payment
369,2/5/2026,5,Diavatós,8172,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,Clothing,13,119.55,1554.15,Debit Card
370,8/26/2025,2,Bonneville,1062,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,Sports,18,45.49,818.82,Debit Card
371,7/2/2025,7,Kurlovo,6341,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,Sports,2,457.42,914.84,Mobile Payment
372,8/31/2025,5,Kochani,1098,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,Sports,12,47.03,564.36,Credit Card
373,2/16/2026,5,Gemo,9421,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,Sports,1,78.56,78.56,Debit Card
374,4/30/2026,4,Yangshan,5696,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Electronics,2,210.27,420.54,Cash
375,12/9/2025,2,Umm Şalāl ‘Alī,8906,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,Electronics,16,204.08,3265.28,Debit Card
376,10/16/2025,5,Lýkeio,6311,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,Home & Kitchen,13,487.87,6342.31,Credit Card
377,10/8/2025,10,Zhangtan,8660,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,Clothing,6,194.85,1169.1,Mobile Payment
378,11/21/2025,4,Haoraoshan,3367,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,Clothing,14,36.31,508.34,Debit Card
379,10/21/2025,3,Zhaolingpu,5673,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,Sports,1,380.06,380.06,Debit Card
380,7/16/2025,3,Hamar,6973,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,Sports,12,310.6,3727.2,Credit Card
381,4/18/2025,7,Alemanguan,9993,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,Electronics,1,293.2,293.2,Debit Card
382,4/12/2025,2,Worcester,6104,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,Beauty,7,128.83,901.81,Mobile Payment
383,5/20/2025,3,Cempaka,1470,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,Clothing,1,203.8,203.8,Debit Card
384,8/13/2025,3,Bauang,4518,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Beauty,18,333.5,6003.0,Mobile Payment
385,4/30/2026,4,Tugu,2299,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,Electronics,20,382.58,7651.6,Mobile Payment
386,10/4/2025,5,Villazón,1968,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,Sports,2,76.38,152.76,Cash
387,5/29/2025,1,Sempol,6790,sed augue aliquam erat volutpat in congue etiam justo etiam pretium,Beauty,4,257.1,1028.4,Mobile Payment
388,11/24/2025,5,Yŏnmu,6127,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede,Home & Kitchen,1,476.19,476.19,Mobile Payment
389,5/31/2025,6,Nizhniy Kurkuzhin,9373,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,Electronics,12,220.41,2644.92,Credit Card
390,11/12/2025,8,Naivasha,6346,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,Clothing,8,312.09,2496.72,Credit Card
391,10/17/2025,7,Honglong,8452,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,Beauty,18,103.02,1854.36,Cash
392,4/20/2026,6,Ivanovo,6123,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,Clothing,16,120.68,1930.88,Credit Card
393,8/18/2025,7,Sobhādero,9364,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,Home & Kitchen,1,215.67,215.67,Credit Card
394,3/4/2026,7,Tomislavgrad,3051,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,Clothing,18,64.77,1165.86,Cash
395,4/28/2025,5,Chiara,5250,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,Sports,17,273.93,4656.81,Credit Card
396,9/6/2025,6,Ainaži,5933,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,Clothing,8,289.22,2313.76,Mobile Payment
397,12/24/2025,9,Dandu,6318,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,Electronics,12,269.38,3232.56,Debit Card
398,3/19/2026,8,Bagou,6103,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,Sports,3,361.73,1085.19,Mobile Payment
399,7/16/2025,2,Krajan Karanganyar,3073,et ultrices posuere cubilia curae nulla dapibus dolor vel est,Clothing,5,86.82,434.1,Mobile Payment
400,2/21/2026,7,Tarnogskiy Gorodok,5858,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,Electronics,11,385.81,4243.91,Cash
401,7/11/2025,10,Makedonski Brod,1410,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Home & Kitchen,3,321.77,965.31,Mobile Payment
402,4/2/2026,4,Yantian,4558,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,Beauty,1,456.52,456.52,Mobile Payment
403,10/6/2025,1,Tangkilsari,3936,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,Home & Kitchen,1,450.32,450.32,Cash
404,6/29/2025,9,Pindi Bhattiān,8373,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,Home & Kitchen,18,359.25,6466.5,Debit Card
405,12/29/2025,1,Rungis,8981,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,Electronics,8,248.76,1990.08,Credit Card
406,5/1/2026,10,Shah Alam,5688,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,Clothing,14,232.55,3255.7,Cash
407,11/7/2025,10,Komsomolets,3497,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,Electronics,15,188.85,2832.75,Credit Card
408,8/5/2025,7,Vänersborg,6878,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,Sports,3,376.89,1130.67,Debit Card
409,6/2/2025,3,Apeldoorn,9915,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,Electronics,6,21.64,129.84,Credit Card
410,5/14/2025,3,Pavlovskaya,8735,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,Electronics,7,314.53,2201.71,Mobile Payment
411,5/15/2025,6,Lapuyan,6365,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,Electronics,2,156.78,313.56,Debit Card
412,3/10/2026,9,La Guadalupe,3558,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,Sports,4,267.6,1070.4,Mobile Payment
413,2/8/2026,4,Shengtang,4672,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,Home & Kitchen,1,390.47,390.47,Mobile Payment
414,4/25/2026,2,Echarate,1548,ut odio cras mi pede malesuada in imperdiet et commodo,Electronics,19,220.94,4197.86,Debit Card
415,6/12/2025,10,Heqian,1164,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,Electronics,16,337.98,5407.68,Cash
416,11/9/2025,10,Phetchabun,6930,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,Beauty,7,265.2,1856.4,Debit Card
417,10/20/2025,2,Wulan Haye,8011,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,Clothing,3,304.99,914.97,Credit Card
418,4/12/2025,6,Kaesŏng,2525,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,Beauty,17,226.42,3849.14,Cash
419,6/7/2025,2,Černý Most,6911,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,Home & Kitchen,16,233.85,3741.6,Debit Card
420,8/1/2025,2,Isfara,6864,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,Beauty,20,259.07,5181.4,Credit Card
421,7/14/2025,5,Michałowice,4605,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,Clothing,20,393.53,7870.6,Credit Card
422,6/26/2025,2,Bryansk,4037,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,Electronics,2,278.4,556.8,Debit Card
423,9/9/2025,4,Kazan,4736,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,Beauty,15,428.14,6422.1,Mobile Payment
424,4/12/2026,2,Caçapava do Sul,7840,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,Clothing,18,177.34,3192.12,Cash
425,4/13/2026,2,Shanmei,5183,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,Beauty,12,152.22,1826.64,Debit Card
426,2/15/2026,9,Nogueira,4341,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,Clothing,3,186.3,558.9,Mobile Payment
427,4/14/2025,2,Sukamulya,5015,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,Electronics,8,41.82,334.56,Credit Card
428,2/4/2026,10,Saint-Constant,1050,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,Clothing,11,258.55,2844.05,Credit Card
429,4/30/2026,8,Souto,8676,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,Clothing,2,41.95,83.9,Debit Card
430,4/7/2025,1,Siqiao,2818,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,Clothing,16,99.45,1591.2,Cash
431,3/27/2026,8,Tiguion,9292,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,Electronics,20,304.47,6089.4,Mobile Payment
432,9/20/2025,2,Banjar Pekandelan,9500,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,Home & Kitchen,4,286.28,1145.12,Debit Card
433,12/30/2025,1,Denver,5557,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,Beauty,6,297.39,1784.34,Cash
434,11/16/2025,1,New Bedford,6924,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,Beauty,20,350.05,7001.0,Credit Card
435,7/24/2025,5,Yambol,9779,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,Beauty,17,463.3,7876.1,Credit Card
436,2/13/2026,7,Orurillo,8421,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,Electronics,5,121.75,608.75,Debit Card
437,5/22/2025,1,Tamamura,6430,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,Beauty,7,447.21,3130.47,Debit Card
438,5/17/2025,10,Carenang Lor,2100,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,Sports,16,282.83,4525.28,Mobile Payment
439,4/10/2025,3,Minamata,6287,potenti nullam porttitor lacus at turpis donec posuere metus vitae,Clothing,5,134.51,672.55,Debit Card
440,10/27/2025,6,Saint-Tite,2905,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,Electronics,19,150.03,2850.57,Credit Card
441,4/13/2025,4,Lamawan,1470,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,Electronics,2,291.59,583.18,Cash
442,5/15/2025,2,Sorinomo,8381,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,Beauty,10,285.98,2859.8,Cash
443,7/7/2025,4,Wuguishan,5885,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,Beauty,17,107.66,1830.22,Mobile Payment
444,12/22/2025,5,Kusak,5667,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,Clothing,1,11.94,11.94,Cash
445,12/7/2025,2,Kampokpok,3154,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,Electronics,14,238.43,3338.02,Credit Card
446,6/22/2025,7,Pangrumasan,2501,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,Beauty,1,362.88,362.88,Debit Card
447,4/25/2026,4,Härnösand,8411,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,Home & Kitchen,9,477.56,4298.04,Credit Card
448,9/30/2025,4,Buenavista,4845,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,Clothing,4,138.07,552.28,Credit Card
449,4/11/2025,2,Rio Largo,4732,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,Clothing,17,338.69,5757.73,Mobile Payment
450,6/22/2025,4,Tinogasta,2374,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,Home & Kitchen,7,38.94,272.58,Credit Card
451,11/25/2025,5,‘Afīf,6311,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,Beauty,11,144.39,1588.29,Cash
452,10/7/2025,3,Kokas,2995,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Sports,20,366.79,7335.8,Credit Card
453,5/23/2025,2,Osinniki,4821,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,Beauty,9,117.16,1054.44,Cash
454,8/27/2025,5,Tekeli,3505,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,Electronics,15,308.28,4624.2,Debit Card
455,5/30/2025,8,Nong Bun Nak,6855,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,Clothing,5,65.9,329.5,Debit Card
456,7/12/2025,6,La‘l,7192,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,Electronics,9,417.22,3754.98,Debit Card
457,12/16/2025,8,Padaan,1802,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,Home & Kitchen,1,286.74,286.74,Credit Card
458,7/9/2025,9,Píritu,8877,nisl duis ac nibh fusce lacus purus aliquet at feugiat non,Home & Kitchen,17,32.64,554.88,Cash
459,3/7/2026,1,Yessentuki,7717,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,Clothing,9,487.99,4391.91,Debit Card
460,11/12/2025,9,El Peñón,2829,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,Beauty,18,171.23,3082.14,Mobile Payment
461,12/27/2025,3,Lukou,4545,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,Electronics,20,148.64,2972.8,Cash
462,8/9/2025,9,Tanggulangin,5358,duis aliquam convallis nunc proin at turpis a pede posuere,Beauty,9,344.37,3099.33,Debit Card
463,6/3/2025,4,Hamonggolele,1714,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,Sports,7,317.79,2224.53,Credit Card
464,10/14/2025,6,Oslo,6401,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,Beauty,4,420.86,1683.44,Debit Card
465,9/24/2025,1,Netanya,4451,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,Beauty,8,256.84,2054.72,Debit Card
466,4/12/2026,7,Pio,7516,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,Electronics,20,196.97,3939.4,Mobile Payment
467,3/27/2026,9,Göteborg,4857,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,Sports,4,396.93,1587.72,Cash
468,10/18/2025,5,Huicheng,9918,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,Beauty,12,22.14,265.68,Mobile Payment
469,6/13/2025,9,Galle,5073,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,Clothing,9,262.99,2366.91,Credit Card
470,10/27/2025,4,Thị Trấn Yên Ninh,1103,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,Electronics,8,374.21,2993.68,Cash
471,4/4/2026,5,Łeba,2057,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,Electronics,9,228.78,2059.02,Credit Card
472,10/12/2025,2,Gaoqiao,1332,lacus purus aliquet at feugiat non pretium quis lectus suspendisse,Sports,6,412.51,2475.06,Cash
473,12/30/2025,4,Yaguarón,3695,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,Sports,2,307.07,614.14,Credit Card
474,10/31/2025,9,Grati Satu,3805,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,Clothing,1,334.34,334.34,Credit Card
475,9/19/2025,4,San Antonio,5380,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,Electronics,12,314.55,3774.6,Mobile Payment
476,4/8/2026,9,Puerto López,1016,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,Clothing,9,182.14,1639.26,Cash
477,7/11/2025,8,Peixing,8710,sit amet cursus id turpis integer aliquet massa id lobortis,Sports,5,200.82,1004.1,Mobile Payment
478,3/7/2026,5,Jiangkou,9532,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,Sports,17,149.75,2545.75,Credit Card
479,10/25/2025,6,Szeged,8443,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,Home & Kitchen,13,289.7,3766.1,Credit Card
480,11/13/2025,4,Néa Plágia,3089,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,Sports,12,14.78,177.36,Mobile Payment
481,6/25/2025,5,Kharagauli,4534,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,Home & Kitchen,13,42.78,556.14,Credit Card
482,9/4/2025,8,Porto de Mós,4492,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,Beauty,13,9.54,124.02,Debit Card
483,8/14/2025,9,Rzewnie,7547,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,Clothing,4,56.57,226.28,Mobile Payment
484,10/23/2025,2,Chai Nat,1629,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,Clothing,14,252.85,3539.9,Credit Card
485,7/7/2025,3,Boneng,6586,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,Sports,11,81.86,900.46,Mobile Payment
486,2/5/2026,4,Šid,8251,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,Clothing,12,120.95,1451.4,Debit Card
487,12/10/2025,6,Vista Hermosa,8474,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,Home & Kitchen,19,16.26,308.94,Cash
488,4/21/2026,4,Jiezi,9056,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,Electronics,18,341.2,6141.6,Debit Card
489,5/4/2025,6,Paris 15,4255,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,Electronics,3,227.68,683.04,Cash
490,6/17/2025,7,Thap Khlo,8232,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,Beauty,11,61.35,674.85,Cash
491,7/22/2025,6,Quinjalca,4445,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,Sports,11,278.39,3062.29,Cash
492,4/30/2025,7,Mtsensk,6889,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,Beauty,12,407.81,4893.72,Credit Card
